#YY/MM/DD,HR:MN:SC,aveconc,concent,rawconc,cnt_sec,condtmp,satttmp,satbtmp,optctmp,inlttmp,smpflow,satflow,pressur,condpwr,sattpwr,satbpwr,optcpwr,satfpwr,fillcnt,err_num
19/11/22,15:39:23,10135,10615,10290,62751,20.1,45.2,45.1,30.2,23,365,370,970,241,23,52,29,50,0,0
19/11/22,15:39:24,10238.2,10467,10151,61882,20.1,45.1,45.2,30.2,23,365,370,970,241,47,26,29,50,0,0
19/11/22,15:39:25,10377.2,10467,10151,61882,20.1,45.1,45.2,30.2,23,365,370,970,241,47,26,29,50,0,0
19/11/22,15:39:26,10437.9,10438,10122,61659,20.1,45.1,45.2,30.2,23,365,370,970,241,47,26,29,50,0,0
19/11/22,15:39:27,10478.1,10430,10117,61635,20.1,45.1,45.2,30.2,23,365,369,970,241,47,26,29,50,0,0
19/11/22,15:39:28,10439.8,10417,10103,61523,20.1,45.1,45.2,30.2,23,365,369,970,241,47,26,29,50,0,0
19/11/22,15:39:29,10440,10413,10101,61567,20.1,45.1,45.2,30.2,23,365,369,970,241,47,26,29,50,0,0
19/11/22,15:39:30,10428.1,10402,10090,61419,20.1,45.2,45.2,30.2,23,365,369,970,241,23,26,29,50,0,0
19/11/22,15:39:31,10414,10378,10066,61305,20.1,45.2,45.2,30.2,23,365,369,970,241,23,26,29,50,0,0
19/11/22,15:39:32,10414.4,10494,10175,62000,20.1,45.2,45.2,30.2,23,365,369,970,241,23,26,29,50,0,0
19/11/22,15:39:33,10424.7,10456,10140,61735,20.1,45.1,45.2,30.2,23,365,369,970,241,47,26,29,50,0,0
19/11/22,15:39:34,10468,10807,10470,63774,20.1,45.1,45.2,30.2,23,365,369,970,241,47,26,29,50,0,0
19/11/22,15:39:35,10566.1,10898,10556,64259,20.1,45.1,45.2,30.2,23,365,369,970,241,47,26,29,50,0,0
19/11/22,15:39:36,10681.5,10967,10621,64629,20.1,45.2,45.2,30.2,23,364,369,970,241,23,26,29,50,0,0
19/11/22,15:39:37,10758.9,10823,10485,63761,20.1,45.2,45.2,30.2,23,364,369,970,241,23,26,29,50,0,0
19/11/22,15:39:38,10815.9,10760,10426,63413,20.1,45.1,45.2,30.2,23,364,370,970,241,47,26,29,50,0,0
19/11/22,15:39:39,10873.4,10919,10576,64316,20.1,45.1,45.2,30.2,23,364,369,970,242,47,26,29,50,0,0
19/11/22,15:39:40,10835,10706,10375,63096,20.2,45.1,45.2,30.2,23,364,369,970,242,123,52,58,50,0,0
19/11/22,15:39:41,10820.6,10895,10553,64175,20.2,45.2,45.2,30.2,23,364,369,970,242,48,52,58,50,0,0
19/11/22,15:39:42,10825.8,10849,10510,63859,20.2,45.2,45.2,30.3,23,364,369,969,242,48,52,29,50,0,0
19/11/22,15:39:43,10824,10751,10417,63358,20.2,45.3,45.2,30.2,23,364,369,970,242,24,52,58,50,0,0
19/11/22,15:39:44,10752.8,10563,10242,62264,20.1,45.3,45.2,30.3,23,365,369,970,242,0,26,0,50,0,0
19/11/22,15:39:45,10725.6,10570,10247,62347,20.1,45.3,45.3,30.3,23,365,369,970,242,0,0,0,50,0,0
19/11/22,15:39:46,10680.6,10670,10342,62975,20.1,45.2,45.3,30.3,23,365,369,970,242,24,0,0,50,0,0
19/11/22,15:39:47,10652.2,10707,10377,63186,20.1,45.2,45.3,30.3,23,365,370,970,242,24,0,0,50,0,0
19/11/22,15:39:48,10652.4,10752,10418,63386,20.1,45.2,45.3,30.3,22.9,365,369,970,242,24,0,0,50,0,0
19/11/22,15:39:49,10667,10636,10309,62828,20.1,45.1,45.3,30.3,22.9,365,369,970,242,48,0,0,50,0,0
19/11/22,15:39:50,10679.4,10632,10306,62837,20.1,45.1,45.3,30.3,22.9,366,369,970,242,48,0,0,50,0,0
19/11/22,15:39:51,10688.4,10715,10383,63362,20.1,45.1,45.3,30.3,22.9,366,369,970,242,48,0,0,50,0,0
19/11/22,15:39:52,10599.2,10261,9957,60749,20.1,45.1,45.3,30.3,22.9,365,370,970,242,48,0,0,50,0,0
19/11/22,15:39:53,10526.6,10389,10077,61443,20.1,45.1,45.3,30.3,22.9,365,370,970,242,48,0,0,50,0,0
19/11/22,15:39:54,10491.6,10461,10145,61870,20.1,45.2,45.2,30.3,23,365,369,970,242,24,26,0,50,0,0
19/11/22,15:39:55,10471.8,10533,10213,62231,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:39:56,10428.6,10499,10180,62081,20.1,45.2,45.2,30.3,23,365,369,970,242,24,26,0,50,0,0
19/11/22,15:39:57,10480.8,10522,10203,62233,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:39:58,10511.6,10543,10222,62335,20.1,45.1,45.2,30.2,23,365,368,970,242,48,26,29,50,0,0
19/11/22,15:39:59,10508.8,10447,10131,61795,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:00,10490.8,10443,10128,61701,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:01,10511.2,10601,10278,62625,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:03,10501,10471,10154,61833,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:04,10482.4,10450,10134,61719,20.1,45.2,45.2,30.2,23.1,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:05,10486.6,10468,10151,61805,20.1,45.2,45.2,30.2,23.1,365,368,970,242,24,26,29,50,0,0
19/11/22,15:40:06,10500.6,10513,10193,62111,20.1,45.1,45.2,30.2,23.1,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:07,10455.2,10374,10064,61291,20.1,45.1,45.2,30.2,23.1,365,368,970,242,48,26,29,50,0,0
19/11/22,15:40:08,10442,10405,10093,61499,20.1,45.1,45.2,30.2,23.1,365,368,970,242,48,26,29,50,0,0
19/11/22,15:40:09,10459.4,10532,10212,62217,20.1,45.1,45.2,30.2,23.1,365,368,970,242,48,26,29,50,0,0
19/11/22,15:40:10,10472.2,10532,10212,62217,20.1,45.2,45.2,30.2,23.1,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:11,10464.6,10437,10121,61673,20.1,45.2,45.2,30.2,23.1,365,368,970,242,24,26,29,50,0,0
19/11/22,15:40:12,10484.1,10506,10186,62059,20.1,45.1,45.2,30.2,23.1,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:13,10494.9,10412,10099,61477,20.1,45.1,45.2,30.2,23.1,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:14,10478.3,10496,10177,61983,20.1,45.1,45.2,30.2,23.1,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:15,10462.7,10412,10099,61485,20.1,45.1,45.2,30.2,23.1,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:16,10444.4,10355,10046,61192,20.1,45.2,45.2,30.2,23.1,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:17,10434,10484,10167,61840,20.1,45.2,45.2,30.2,23.1,364,369,970,242,24,26,29,50,0,0
19/11/22,15:40:18,10448.9,10583,10259,62462,20.1,45.1,45.2,30.2,23.1,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:19,10473.3,10569,10246,62369,20.1,45.1,45.2,30.2,23.1,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:20,10494.2,10548,10227,62206,20.1,45.1,45.2,30.2,23.1,364,370,970,242,48,26,29,50,0,0
19/11/22,15:40:21,10540.8,10685,10356,62978,20.1,45.1,45.2,30.2,23.1,364,370,970,242,48,26,29,50,0,0
19/11/22,15:40:22,10589.5,10641,10314,62732,20.1,45.2,45.2,30.2,23.1,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:23,10605.1,10582,10259,62491,20.1,45.2,45.2,30.2,23.1,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:24,10601.1,10530,10210,62224,20.1,45.2,45.2,30.2,23.1,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:25,10597.2,10548,10228,62300,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:26,10585.9,10572,10249,62429,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:27,10572.6,10621,10295,62647,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:28,10556.6,10442,10126,61693,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:29,10538.3,10487,10171,61973,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:30,10544.9,10657,10330,62946,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:31,10570,10714,10382,63342,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:32,10572.6,10505,10186,62120,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:33,10565.1,10483,10165,61990,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:34,10569.7,10492,10173,62020,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:35,10553.6,10491,10174,61950,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:36,10517,10514,10194,62005,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:37,10499.4,10529,10209,62154,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:38,10504.8,10513,10193,62059,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:39,10517.1,10585,10262,62476,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:40,10527.6,10503,10184,62044,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:41,10527.4,10500,10181,62026,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:42,10521.1,10480,10164,61962,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:43,10509.7,10448,10133,61721,20.1,45.1,45.2,30.2,23,365,369,970,242,48,26,29,50,0,0
19/11/22,15:40:44,10506.1,10614,10290,62586,20.1,45.1,45.2,30.2,23,364,369,970,242,48,26,29,50,0,0
19/11/22,15:40:45,10513.1,10544,10223,62181,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:46,10513.6,10464,10148,61833,20.1,45.2,45.2,30.2,23,365,369,970,242,24,26,29,50,0,0
19/11/22,15:40:47,10509,10470,10153,61847,20.2,45.2,45.2,30.3,23,365,369,970,243,48,52,29,50,0,0
19/11/22,15:40:48,10520.6,10574,10251,62441,20.2,45.1,45.2,30.3,23,365,369,970,243,124,52,29,50,0,0
19/11/22,15:40:49,10524.3,10525,10205,62142,20.1,45.1,45.2,30.3,23,365,369,970,243,48,26,0,50,0,0
19/11/22,15:40:50,10523.2,10622,10297,62597,20.1,45.2,45.2,30.2,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:40:51,10540.2,10556,10234,62356,20.1,45.2,45.2,30.3,23,365,369,970,243,24,26,0,50,0,0
19/11/22,15:40:52,10559.6,10572,10249,62452,20.1,45.2,45.2,30.2,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:40:53,10560.5,10481,10165,61957,20.1,45.2,45.2,30.3,23,365,369,970,243,24,26,0,50,0,0
19/11/22,15:40:54,10553.7,10550,10228,62323,20.1,45.1,45.2,30.2,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:40:55,10563,10690,10360,63158,20.1,45.1,45.2,30.2,23,365,368,970,243,48,26,29,50,0,0
19/11/22,15:40:56,10582.6,10684,10355,63145,20.1,45.1,45.2,30.2,23,365,368,970,243,48,26,29,50,0,0
19/11/22,15:40:57,10598.6,10604,10280,62639,20.1,45.1,45.2,30.2,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:40:58,10621.4,10677,10348,63053,20.1,45.1,45.2,30.2,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:40:59,10644.4,10584,10261,62514,20.1,45.2,45.2,30.2,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:00,10645.1,10663,10334,62991,20.1,45.2,45.2,30.2,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:01,10625,10510,10191,62161,20.1,45.2,45.2,30.2,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:02,10609.6,10624,10298,62761,20.1,45.2,45.2,30.2,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:03,10595.6,10517,10198,62201,20.1,45.1,45.2,30.2,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:04,10563.6,10424,10109,61680,20.1,45.1,45.2,30.2,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:05,10546.3,10650,10323,62931,20.1,45.1,45.2,30.2,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:06,10553.9,10599,10275,62631,20.1,45.1,45.2,30.2,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:07,10553.9,10535,10215,62274,20.1,45.1,45.2,30.2,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:08,10550.8,10575,10252,62489,20.1,45.1,45.2,30.2,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:09,10574.9,10607,10282,62669,20.1,45.2,45.2,30.2,23,365,369,969,243,24,26,29,50,0,0
19/11/22,15:41:10,10590.2,10620,10294,62682,20,45.2,45.2,30.2,23,365,369,970,243,0,0,0,50,0,0
19/11/22,15:41:11,10586.3,10605,10280,62730,20,45.2,45.2,30.2,22.9,366,369,970,243,0,0,0,50,0,0
19/11/22,15:41:12,10572.7,10499,10181,62149,20,45.1,45.2,30.2,22.9,366,369,970,243,24,0,0,50,0,0
19/11/22,15:41:13,10568.5,10534,10214,62377,20,45.1,45.2,30.2,22.9,366,369,970,243,24,0,0,50,0,0
19/11/22,15:41:14,10539.7,10447,10132,61849,20,45.1,45.2,30.2,22.9,366,369,970,243,24,0,0,50,0,0
19/11/22,15:41:15,10511.6,10473,10156,62025,20,45.1,45.2,30.2,22.9,366,369,970,243,24,0,0,50,0,0
19/11/22,15:41:16,10493.6,10515,10196,62271,20,45,45.2,30.2,22.9,366,369,970,243,48,0,0,50,0,0
19/11/22,15:41:17,10503,10546,10225,62510,20,45,45.2,30.2,22.9,366,369,970,243,48,0,0,50,0,0
19/11/22,15:41:18,10485.4,10446,10131,61886,20,45,45.2,30.2,22.9,366,369,970,243,48,0,0,50,0,0
19/11/22,15:41:19,10496.2,10501,10183,62189,20,45,45.2,30.2,22.9,366,369,970,243,48,0,0,50,0,0
19/11/22,15:41:20,10485.6,10420,10106,61723,20,45,45.1,30.2,22.9,366,369,970,243,48,26,0,50,0,0
19/11/22,15:41:21,10491.2,10543,10222,62430,20,45.1,45.1,30.1,22.9,366,368,970,243,24,26,29,50,0,0
19/11/22,15:41:22,10499.2,10586,10262,62682,20,45.1,45.1,30.1,23,365,368,970,243,24,26,29,50,0,0
19/11/22,15:41:23,10502.4,10462,10146,61876,20,45.1,45.1,30.1,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:24,10479.2,10385,10074,61433,20,45.1,45.1,30.1,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:25,10489.2,10470,10154,61921,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:26,10473.6,10465,10149,61863,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:27,10474.4,10590,10267,62592,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:28,10492.6,10553,10231,62369,20,45,45.1,30.1,23,366,368,970,243,48,26,29,50,0,0
19/11/22,15:41:29,10524.4,10544,10223,62373,20,45,45.1,30.1,23,366,368,970,243,48,26,29,50,0,0
19/11/22,15:41:30,10533.6,10516,10198,62250,20,45,45.1,30.1,23,366,369,970,243,48,26,29,50,0,0
19/11/22,15:41:31,10553.4,10564,10242,62497,20,45.1,45.1,30.1,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:32,10530.2,10474,10157,61881,20,45.1,45.1,30.1,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:33,10516.8,10486,10168,62008,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:34,10508,10500,10181,62066,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:35,10509.4,10523,10203,62151,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:36,10491.4,10474,10158,61844,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:37,10497.8,10506,10186,62028,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:38,10479,10392,10080,61348,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:39,10464.2,10426,10112,61643,20,45.1,45.1,30.1,23,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:40,10452.4,10464,10148,61855,20,45.1,45.1,30.1,23,366,369,970,243,24,26,29,50,0,0
19/11/22,15:41:41,10452,10472,10156,61964,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:42,10445.8,10475,10159,61954,20,45,45.1,30.1,23,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:43,10455.4,10440,10124,61691,20,45,45.1,30.1,23.1,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:44,10456.2,10430,10115,61657,20,45,45.1,30.1,23.1,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:45,10467,10518,10199,62163,20,45.1,45.1,30.1,23.1,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:46,10482.8,10551,10229,62347,20,45.1,45.1,30.1,23.1,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:47,10469.2,10407,10095,61532,20,45.1,45.1,30.1,23.1,365,369,970,243,24,26,29,50,0,0
19/11/22,15:41:48,10413.4,10161,9863,60127,20,45,45.1,30.1,23.1,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:49,10427,10498,10179,62044,20,45,45.1,30.1,23.2,365,369,970,243,48,26,29,50,0,0
19/11/22,15:41:50,10421,10488,10171,61947,20,45,45.1,30.1,23.2,365,368,970,243,48,26,29,50,0,0
19/11/22,15:41:52,10428.4,10588,10265,62517,20,45,45.1,30.1,23.2,365,368,970,243,48,26,29,50,0,0
19/11/22,15:41:53,10438.4,10457,10141,61763,20,45.1,45.1,30.1,23.2,365,368,969,243,24,26,29,50,0,0
19/11/22,15:41:54,10506.4,10501,10182,62105,20,45.1,45.1,30.2,23.2,365,368,970,243,24,26,0,50,0,0
19/11/22,15:41:55,10512.6,10529,10210,62271,20,45,45.1,30.2,23.2,365,368,970,243,48,26,0,50,0,0
19/11/22,15:41:56,10503.4,10442,10126,61734,20,45,45.1,30.1,23.2,365,368,970,243,48,26,29,50,0,0
19/11/22,15:41:57,10532.6,10734,10401,63397,20,45,45.1,30.1,23.2,365,368,970,243,48,26,29,50,0,0
19/11/22,15:41:58,10565.4,10621,10294,62654,20,45,45.1,30.2,23.2,365,368,970,243,48,26,0,50,0,0
19/11/22,15:41:59,10595.8,10653,10326,62906,20,45,45.1,30.1,23.2,365,368,970,243,48,26,29,50,0,0
19/11/22,15:42:00,10595.8,10672,10343,63044,20,45.1,45.1,30.2,23.2,365,368,970,243,24,26,0,50,0,0
19/11/22,15:42:01,10631.9,10573,10250,62478,20,45.1,45.1,30.1,23.2,365,368,970,243,24,26,29,50,0,0
19/11/22,15:42:02,10604.2,10618,10292,62746,20,45.1,45.1,30.1,23.2,365,368,970,243,24,26,29,50,0,0
19/11/22,15:42:03,10599,10572,10250,62485,20,45,45.1,30.1,23.2,365,368,970,243,48,26,29,50,0,0
19/11/22,15:42:04,10578.2,10526,10206,62159,20,45,45.1,30.1,23.2,365,368,970,243,48,26,29,50,0,0
19/11/22,15:42:05,10577.9,10529,10209,62176,20,45,45.1,30.1,23.1,365,369,970,243,48,26,29,50,0,0
19/11/22,15:42:06,10563.3,10570,10247,62439,20,45,45.1,30.1,23.1,365,369,970,243,48,26,29,50,0,0
19/11/22,15:42:07,10564,10628,10302,62824,20,45.1,45.1,30.1,23.1,365,369,970,243,24,26,29,50,0,0
19/11/22,15:42:08,10549.9,10421,10107,61664,20,45.1,45.1,30.1,23.1,366,368,970,243,24,26,29,50,0,0
19/11/22,15:42:09,10537.3,10551,10230,62425,20,45.1,45.1,30.1,23.1,366,368,970,243,24,26,29,50,0,0
19/11/22,15:42:10,10555.2,10683,10354,63152,20,45,45.1,30.1,23.1,366,369,970,243,48,26,29,50,0,0
19/11/22,15:42:11,10575.8,10622,10297,62835,20,45,45.1,30.1,23.1,366,368,970,243,48,26,29,50,0,0
19/11/22,15:42:12,10573.3,10551,10229,62381,20,45,45.1,30.1,23.1,365,369,970,243,48,26,29,50,0,0
19/11/22,15:42:13,10586.2,10627,10301,62831,20,45,45.1,30.1,23.1,365,369,970,243,48,26,29,50,0,0
19/11/22,15:42:14,10611.3,10596,10273,62627,20,45,45.1,30.1,23.1,365,369,970,243,48,26,29,50,0,0
